run_key,source,task,experiment,split,macro_f1,weighted_f1,quiet_precision,quiet_recall,B_precision,B_recall,C_precision,C_recall,M_precision,M_recall,X_precision,X_recall
W48_H48,night,3c,baseline_3c,test,0.3638048984160035,0.8801070361837682,0.9777111254504028,0.8451785513749388,,,,,,,,
W48_H48,night,3c,baseline_3c,val,0.374738954744831,0.8701440738620172,0.974857038290864,0.8318720184883004,,,,,,,,
W48_H48,night,3c,weighted_3c,test,0.3600841875712791,0.8699470231334311,0.9801598531380452,0.8249385741805468,,,,,,,,
W48_H48,night,3c,weighted_3c,val,0.3590394409601773,0.8583793574137267,0.983215026547662,0.8067551002880989,,,,,,,,
W48_H48,night,3c,weighted_thresholded_3c,test,0.3735302753924929,0.8998396462371973,0.97606172333743,0.882076001416712,,,,,,,,
W48_H48,night,3c,weighted_thresholded_3c,val,0.3791165256205751,0.8998864371519268,0.9773348391713294,0.8850961500925196,,,,,,,,
W48_H48,night,5c,baseline_5c,test,0.2637376994062694,0.8948883588868337,0.974592361645957,0.8760611456856306,0.0823928705284637,0.3448215764018997,0.05758547008547,0.1320431161195492,0.0315242701056779,0.088,1.0,0.073170731707317
W48_H48,night,5c,baseline_5c,val,0.4249767458083779,0.888706287318659,0.9722404773796692,0.8662877397896643,0.000132353914367,0.0833333333333333,0.179504580929759,0.1428957320367369,0.0650684931506849,0.0396659707724425,1.0,1.0
W48_H48,night,5c,weighted_5c,test,0.239550140975655,0.8745603476225946,0.978193622853845,0.8366819814716775,0.0794719596507179,0.4036861138948194,0.0227539444516886,0.0854973052425281,0.0163637629691525,0.1175,0.15,0.073170731707317
W48_H48,night,5c,weighted_5c,val,0.4723779987507323,0.8734586248207814,0.9797880980507974,0.8288661081659262,0.000747599056875,0.5416666666666666,0.1652561247216035,0.2004321988114532,0.1937647987371744,0.5125260960334029,1.0,1.0
W48_H48,night,5c,weighted_thresholded_5c,test,0.2522444321500267,0.9183552495645328,0.9736001825352848,0.9215131669066932,0.1130565968729999,0.2155025924796305,0.0216362407031778,0.1019108280254777,0.0194040928851659,0.0915,0.15,0.073170731707317
W48_H48,night,5c,weighted_thresholded_5c,val,0.4363968381496533,0.9228585757125088,0.9768711534643636,0.9220102903631296,0.0017149390243902,0.375,0.166062071745264,0.2225823878984333,0.2664634146341463,0.4561586638830898,0.5423728813559322,1.0
W48_H72,night,3c,baseline_3c,test,0.3733975186445737,0.8632780103095231,0.9716226954748296,0.8307218992907608,,,,,,,,
W48_H72,night,3c,baseline_3c,val,0.3462098272842281,0.8504290447450611,0.9703741964046892,0.8132570633478916,,,,,,,,
W48_H72,night,3c,weighted_3c,test,0.3664698569862308,0.8477824492983691,0.9792282112987578,0.796643520380571,,,,,,,,
W48_H72,night,3c,weighted_3c,val,0.4257329621907027,0.8361314472528185,0.980446002531892,0.7782785142812971,,,,,,,,
W48_H72,night,3c,weighted_thresholded_3c,test,0.3827614537089948,0.8998752023739087,0.967070530744783,0.902246027159244,,,,,,,,
W48_H72,night,3c,weighted_thresholded_3c,val,0.4606527338417006,0.8980326186804777,0.9690985906085098,0.8972055811077184,,,,,,,,
W48_H72,night,5c,baseline_5c,test,0.2326825081760516,0.8856959369491512,0.9684698287936574,0.8770916120185781,0.1028408910692196,0.3432614602816106,0.0333104133241653,0.0739986422267481,0.0292808219178082,0.057,0.0,0.0
W48_H72,night,5c,baseline_5c,val,0.2159896741643237,0.8753328717245449,0.964636779822061,0.8632628608974606,0.00146717202592,1.0,0.1985085227272727,0.1144788040139258,0.0326678765880217,0.0151133501259445,0.0,0.0
